Entity,Year,Life expectancy - Type: period - Sex: both - Age: 0
Northern Ireland,1934,58.55
Norway,1934,66.21
Scotland,1934,58.78
Spain,1934,52.22
Sweden,1934,64.96
Switzerland,1934,62.83
United Kingdom,1934,61.3
United States,1934,60.19
Australia,1935,65.05
Belgium,1935,59.94
Canada,1935,62.4
Denmark,1935,62.88
England and Wales,1935,62.51
Finland,1935,57.36
France,1935,58.28
Iceland,1935,59.49
Italy,1935,56.2
Netherlands,1935,66.51
Northern Ireland,1935,56.73
Norway,1935,65.84
Scotland,1935,59.34
Spain,1935,52.65
Sweden,1935,64.86
Switzerland,1935,62.13
United Kingdom,1935,61.96
United States,1935,60.91
Australia,1936,65.19
Belgium,1936,59.91
Canada,1936,62.65
Denmark,1936,63.44
England and Wales,1936,62.28
Finland,1936,56.17
France,1936,58.76
Iceland,1936,62.69
Italy,1936,56.74
Netherlands,1936,66.73
Northern Ireland,1936,58.15
Norway,1936,65.82
Scotland,1936,58.84
Spain,1936,51.01
Sweden,1936,64.6
Switzerland,1936,63.14
United Kingdom,1936,61.75
United States,1936,60.35
Australia,1937,65.74
Belgium,1937,59.95
Canada,1937,61.27
Denmark,1937,63.94
England and Wales,1937,62.33
Finland,1937,57.04
France,1937,59.11
Iceland,1937,63.47
Italy,1937,55.4
Netherlands,1937,66.97
Northern Ireland,1937,58.06
Norway,1937,66.02
Scotland,1937,58.82
Spain,1937,47.32
Sweden,1937,64.61
Switzerland,1937,63.48
United Kingdom,1937,61.79
United States,1937,61.03
Australia,1938,65.76
Belgium,1938,60.11
Canada,1938,63.24
Denmark,1938,64.99
England and Wales,1938,63.72
Finland,1938,57.2
France,1938,58.93
Iceland,1938,65.02
Italy,1938,56.15
Netherlands,1938,67.39
Northern Ireland,1938,59.11
Norway,1938,67.09
Scotland,1938,60.69
Spain,1938,47.6
Sweden,1938,65.54
Switzerland,1938,63.83
United Kingdom,1938,63.23
United States,1938,62.39
Australia,1939,65.73
Belgium,1939,60.06
Canada,1939,63.7
Denmark,1939,65.8
England and Wales,1939,64.06
Finland,1939,54.63
France,1939,59.55
Iceland,1939,65.98
Italy,1939,57.6
Netherlands,1939,67.72
Northern Ireland,1939,60.63
Norway,1939,67.35
Scotland,1939,61.17
Spain,1939,47.23
Sweden,1939,66.38
Switzerland,1939,63.98
United Kingdom,1939,63.61
United States,1939,63.07
Australia,1940,66.16
Belgium,1940,55.96
Canada,1940,63.91
Denmark,1940,66.27
England and Wales,1940,60.59
Finland,1940,46.8
France,1940,49.6
Iceland,1940,65.77
Italy,1940,56.95
Netherlands,1940,65.4
Northern Ireland,1940,58.07
Norway,1940,65.88
Portugal,1940,51.38
Scotland,1940,58.52
Spain,1940,48.63
Sweden,1940,66.74
Switzerland,1940,63.54
United Kingdom,1940,60.9
United States,1940,63.22
Australia,1941,66.04
Belgium,1941,58.74
Canada,1941,63.74
Denmark,1941,65.95
England and Wales,1941,61.66
Finland,1941,46.42
France,1941,57.42
Iceland,1941,63.12
Italy,1941,54.77
Netherlands,1941,65.33
Northern Ireland,1941,57.76
Norway,1941,65.74
Portugal,1941,47.99
Scotland,1941,57.64
Spain,1941,47.25
Sweden,1941,66.97
Switzerland,1941,64.91
United Kingdom,1941,61.29
United States,1941,63.79
Australia,1942,65.79
Belgium,1942,59.09
Canada,1942,64.61
Denmark,1942,67.12
England and Wales,1942,63.21
Finland,1942,53.93
France,1942,57.44
Iceland,1942,64.12
Italy,1942,52.45
Netherlands,1942,65.8
Northern Ireland,1942,60.47
Norway,1942,65.7
Portugal,1942,49.78
Scotland,1942,60.37
Spain,1942,52.26
Sweden,1942,68.96
Switzerland,1942,65.63
United Kingdom,1942,63.98
United States,1942,64.54
Australia,1943,66.33
Belgium,1943,60.29
Canada,1943,64.57
Denmark,1943,67.43
England and Wales,1943,62.53
Finland,1943,56.28
France,1943,53.3
Iceland,1943,65.22
Italy,1943,49.44
Netherlands,1943,64.41
Northern Ireland,1943,60.93
Norway,1943,66.09
Portugal,1943,51.13
Scotland,1943,60.25
Spain,1943,54.89
Sweden,1943,68.7
Switzerland,1943,65.82
United Kingdom,1943,64.04
United States,1943,64.36
Australia,1944,67.96
Belgium,1944,56.94
Canada,1944,65.28
Denmark,1944,66.39
England and Wales,1944,62.74
Finland,1944,48.06
France,1944,47.17
Iceland,1944,66.72
Italy,1944,52.49
Netherlands,1944,61.27
Northern Ireland,1944,62.51
Norway,1944,65.84
Portugal,1944,52.38
Scotland,1944,61.2
Spain,1944,56.27
Sweden,1944,67.72
Switzerland,1944,64.86
United Kingdom,1944,64.8
United States,1944,65.06
Australia,1945,68.38
Belgium,1945,58.32
Canada,1945,66.26
Denmark,1945,66.08
England and Wales,1945,61.86
Finland,1945,56.81
France,1945,54.93
Iceland,1945,67.55
Italy,1945,54.86
Netherlands,1945,55.58
Northern Ireland,1945,63.39
Norway,1945,68.19
Portugal,1945,53.78
Scotland,1945,63.03
Spain,1945,57.79
Sweden,1945,68.33
Switzerland,1945,65.38
United Kingdom,1945,65.76
United States,1945,65.59
Australia,1946,67.92
Belgium,1946,61.89
Canada,1946,66.41
Denmark,1946,67.24
England and Wales,1946,66.93
Finland,1946,60.45
France,1946,62.36
Iceland,1946,68.49
Italy,1946,58.94
Netherlands,1946,67.53
Northern Ireland,1946,63.93
Norway,1946,69.54
Portugal,1946,53.75
Scotland,1946,63.11
Spain,1946,57.59
Sweden,1946,69.51
Switzerland,1946,66.06
United Kingdom,1946,66.24
United States,1946,66.13
Australia,1947,68.52
Austria,1947,61.54
Belgium,1947,63.42
Bulgaria,1947,54.14
Canada,1947,66.79
Denmark,1947,68.54
England and Wales,1947,66.97
Finland,1947,60.51
France,1947,63.95
Iceland,1947,69.32
Italy,1947,61.2
Japan,1947,51.71
Netherlands,1947,69.56
Northern Ireland,1947,64.08
Norway,1947,70.01
Portugal,1947,55.93
Scotland,1947,63.39
Spain,1947,59.13
Sweden,1947,69.48
Switzerland,1947,66.23
United Kingdom,1947,66.44
United States,1947,66.8
Australia,1948,68.47
Austria,1948,63.21
Belgium,1948,64.92
Bulgaria,1948,55.83
Canada,1948,67.25
Denmark,1948,70.09
England and Wales,1948,68.83
Finland,1948,61.96
France,1948,65.78
Iceland,1948,70.2
Italy,1948,63.42
Japan,1948,56.84
Netherlands,1948,71.04
New Zealand,1948,68.81
Northern Ireland,1948,66.3
Norway,1948,71.13
Portugal,1948,56.72
Scotland,1948,65.55
Spain,1948,61.31
Sweden,1948,70.73
Switzerland,1948,67.31
United Kingdom,1948,68.37
United States,1948,67.22
Australia,1949,69.09
Austria,1949,63.47
Belgium,1949,65.43
Bulgaria,1949,57.99
Canada,1949,67.59
Denmark,1949,70.12
England and Wales,1949,68.47
Finland,1949,61.89
France,1949,64.9
Iceland,1949,71.39
Italy,1949,64.15
Japan,1949,57.72
Netherlands,1949,70.29
New Zealand,1949,68.95
Northern Ireland,1949,66.54
Norway,1949,71.52
Portugal,1949,55.41
Scotland,1949,65.66
Spain,1949,60.94
Sweden,1949,70.81
Switzerland,1949,67.95
United Kingdom,1949,68.11
United States,1949,67.63
Afghanistan,1950,277.275
Africa (UN),1950,376.235
Albania,1950,447.355
Algeria,1950,423.596
American Samoa,1950,609.554
Andorra,1950,645.863
Angola,1950,36.349
Anguilla,1950,552.621
Antigua and Barbuda,1950,571.374
Argentina,1950,61.226
Armenia,1950,592.626
Aruba,1950,571.739
Asia (UN),1950,42.024
Australia,1950,69
Austria,1950,648.131
Azerbaijan,1950,534.364
Bahamas,1950,600.029
Bahrain,1950,380.779
Bangladesh,1950,381.802
Barbados,1950,552.382
Belarus,1950,594.863
Belgium,1950,663.066
Belize,1950,504.255
Benin,1950,349.513
Bermuda,1950,546.874
Bhutan,1950,300.681
Bolivia,1950,406.261
Bonaire Sint Eustatius and Saba,1950,606.977
Bosnia and Herzegovina,1950,489.475
Botswana,1950,449.449
Brazil,1950,481.155
British Virgin Islands,1950,44.717
Brunei,1950,500.215
Bulgaria,1950,614.912
Burkina Faso,1950,331.172
Burundi,1950,405.788
Cambodia,1950,389.368
Cameroon,1950,34.457
Canada,1950,682.145
Cape Verde,1950,472.954
Cayman Islands,1950,53.956
Central African Republic,1950,353.891
Chad,1950,36.206
Chile,1950,531.764
China,1950,437.383
Colombia,1950,48.219
Comoros,1950,365.489
Congo,1950,400.627
Cook Islands,1950,369.466
Costa Rica,1950,537.513
Cote d'Ivoire,1950,321.051
Croatia,1950,58.767
Cuba,1950,601.082
Curacao,1950,611.354
Cyprus,1950,569.498
Czechia,1950,644.058
Democratic Republic of Congo,1950,383.077
Denmark,1950,703.084
Djibouti,1950,405.665
Dominica,1950,461.962
Dominican Republic,1950,442.981
East Timor,1950,290.466
Ecuador,1950,492.006
Egypt,1950,353.675
El Salvador,1950,423.969
Equatorial Guinea,1950,393.245
Eritrea,1950,333.531
Estonia,1950,670.801
Eswatini,1950,429.727
Ethiopia,1950,363.529
Europe (UN),1950,628.339
Falkland Islands,1950,49.054
Faroe Islands,1950,598.176
Fiji,1950,495.294
Finland,1950,642.015
France,1950,663.819
French Guiana,1950,491.754
French Polynesia,1950,519.433
Gabon,1950,396.288
Gambia,1950,317.573
Georgia,1950,577.415
Germany,1950,667.975
Ghana,1950,431.088
Gibraltar,1950,679.963
Greece,1950,664.479
Greenland,1950,458.721
Grenada,1950,528.365
Guadeloupe,1950,497.056
Guam,1950,559.411
Guatemala,1950,394.245
Guernsey,1950,702.148
Guinea,1950,355.446
Guinea-Bissau,1950,356.206
Guyana,1950,495.414
Haiti,1950,374.789
High-income countries,1950,615.421
Honduras,1950,42.735
Hong Kong,1950,593.227
Hungary,1950,621.384
Iceland,1950,712.223
India,1950,417.232
Indonesia,1950,394.044
Iran,1950,389.616
Iraq,1950,389.793
Ireland,1950,655.775
Isle of Man,1950,614.161
Israel,1950,681.852
Italy,1950,657.249
Jamaica,1950,568.025
Japan,1950,592.323
Jersey,1950,700.073
Jordan,1950,399.604
Kazakhstan,1950,560.542
Kenya,1950,389.024
Kiribati,1950,45.671
Kosovo,1950,578.986
Kuwait,1950,484.674
Kyrgyzstan,1950,524.668
Land-locked Developing Countries (LLDC),1950,394.836
Laos,1950,386.957
Latin America and the Caribbean (UN),1950,485.587
Latvia,1950,686.354
Least developed countries,1950,367.606
Lebanon,1950,610.348
Lesotho,1950,448.309
Less developed regions,1950,412.643
"Less developed regions, excluding China",1950,40.297
"Less developed regions, excluding least developed countries",1950,419.655
Liberia,1950,384.917
Libya,1950,335.863
Liechtenstein,1950,623.037
Lithuania,1950,661.172
Low-income countries,1950,315.921
Lower-middle-income countries,1950,411.291
Luxembourg,1950,663.693
Macao,1950,597.969
Madagascar,1950,396.461
Malawi,1950,327.459
Malaysia,1950,469.976
Maldives,1950,373.562
Mali,1950,281.697
Malta,1950,615.844
Marshall Islands,1950,520.572
Martinique,1950,541.602
Mauritania,1950,387.429
Mauritius,1950,524.424
Mayotte,1950,429.045
Mexico,1950,439.656
Micronesia (country),1950,493.581
Middle-income countries,1950,435.208
Moldova,1950,561.392
Monaco,1950,664.679
Mongolia,1950,395.683
Montenegro,1950,594.447
Montserrat,1950,480.431
More developed regions,1950,635.226
Morocco,1950,391.012
Mozambique,1950,372.587
Myanmar,1950,354.352
Namibia,1950,415.307
Nauru,1950,566.585
Nepal,1950,376.845
Netherlands,1950,714.403
New Caledonia,1950,486.332
New Zealand,1950,692.532
Nicaragua,1950,410.262
Niger,1950,362.515
Nigeria,1950,358.097
Niue,1950,54.556
No income group available,1950,510.482
North Korea,1950,138.211
North Macedonia,1950,502.435
Northern America (UN),1950,680.427
Northern Mariana Islands,1950,588.505
Norway,1950,715.879
Oceania (UN),1950,613.765
Oman,1950,296.701
Pakistan,1950,349.568
Palau,1950,529.168
Palestine,1950,457.871
Panama,1950,54.975
Papua New Guinea,1950,391.269
Paraguay,1950,585.262
Peru,1950,462.426
Philippines,1950,533.617
Poland,1950,591.411
Portugal,1950,584.793
Puerto Rico,1950,605.124
Qatar,1950,527.016
Reunion,1950,467.738
Romania,1950,622.481
Russia,1950,572.141
Rwanda,1950,433.431
Saint Barthelemy,1950,539.543
Saint Helena,1950,659.547
Saint Kitts and Nevis,1950,544.274
Saint Lucia,1950,456.369
Saint Martin (French part),1950,635.656
Saint Pierre and Miquelon,1950,593.458
Saint Vincent and the Grenadines,1950,514.259
Samoa,1950,477.278
San Marino,1950,687.406
Sao Tome and Principe,1950,400.701
Saudi Arabia,1950,409.858
Senegal,1950,364.332
Serbia,1950,577.185
Seychelles,1950,508.792
Sierra Leone,1950,295.691
Singapore,1950,507.019
Sint Maarten (Dutch part),1950,59.788
Slovakia,1950,607.756
Slovenia,1950,578.161
Small Island Developing States (SIDS),1950,488.265
Solomon Islands,1950,400.295
Somalia,1950,414.044
South Africa,1950,434.715
South Korea,1950,21.312
South Sudan,1950,312.475
Spain,1950,617.542
Sri Lanka,1950,547.737
Sudan,1950,467.712
Suriname,1950,504.352
Sweden,1950,711.394
Switzerland,1950,689.133
Syria,1950,441.443
Taiwan,1950,556.661
Tajikistan,1950,509.382
Tanzania,1950,412.958
Thailand,1950,431.669
Togo,1950,409.162
Tokelau,1950,549.828
Tonga,1950,540.267
Trinidad and Tobago,1950,558.928
Tunisia,1950,376.049
Turkey,1950,477.487
Turkmenistan,1950,497.023
Turks and Caicos Islands,1950,482.064
Tuvalu,1950,368.019
Uganda,1950,393.299
Ukraine,1950,622.255
United Arab Emirates,1950,41.074
United Kingdom,1950,68.631
United States,1950,680.594
United States Virgin Islands,1950,570.164
Upper-middle-income countries,1950,459.866
Uruguay,1950,656.173
Uzbekistan,1950,547.736
Vanuatu,1950,445.499
Venezuela,1950,511.246
Vietnam,1950,492.069
Wallis and Futuna,1950,437.299
Western Sahara,1950,348.811
World,1950,464.643
Yemen,1950,316.624
Zambia,1950,451.225
Zimbabwe,1950,496.439
Afghanistan,1951,279.634
Africa (UN),1951,379.309
Albania,1951,451.396
Algeria,1951,424.534
American Samoa,1951,613.618
Andorra,1951,642.338
Angola,1951,363.863
Anguilla,1951,55.515
Antigua and Barbuda,1951,575.265
Argentina,1951,61.573
Armenia,1951,593.994
Aruba,1951,576.605
Asia (UN),1951,429.956
Australia,1951,686.998
Austria,1951,652.225
Azerbaijan,1951,536.834
Bahamas,1951,603.931
Bahrain,1951,382.434
Bangladesh,1951,388.621
Barbados,1951,554.023
Belarus,1951,598.199
Belgium,1951,667.477
Belize,1951,507.988
Benin,1951,351.984
Bermuda,1951,507.034
Bhutan,1951,302.111
Bolivia,1951,40.746
Bonaire Sint Eustatius and Saba,1951,618.892
Bosnia and Herzegovina,1951,495.446
Botswana,1951,45.253
Brazil,1951,484.262
British Virgin Islands,1951,448.856
Brunei,1951,509.983
Bulgaria,1951,607.088
Burkina Faso,1951,333.834
Burundi,1951,408.115
Cambodia,1951,392.463
Cameroon,1951,346.394
Canada,1951,685.077
Cape Verde,1951,476.312
Cayman Islands,1951,542.722
Central African Republic,1951,355.939
Chad,1951,363.359
Chile,1951,53.457
China,1951,445.742
Colombia,1951,491.541
Comoros,1951,333.887
Congo,1951,406.488
Cook Islands,1951,386.848
Costa Rica,1951,544.211
Cote d'Ivoire,1951,324.111
Croatia,1951,592.221
Cuba,1951,602.436
Curacao,1951,613.366
Cyprus,1951,575.112
Czechia,1951,652.675
Democratic Republic of Congo,1951,384.347
Denmark,1951,709.238
Djibouti,1951,40.803
Dominica,1951,475.505
Dominican Republic,1951,44.659
East Timor,1951,292.985
Ecuador,1951,493.172
Egypt,1951,357.326
El Salvador,1951,42.392
Equatorial Guinea,1951,39.43
Eritrea,1951,335.567
Estonia,1951,671.752
Eswatini,1951,433.089
Ethiopia,1951,365.946
Europe (UN),1951,628.139
Falkland Islands,1951,492.589
Faroe Islands,1951,57.94
Fiji,1951,501.088
Finland,1951,656.354
France,1951,660.939
French Guiana,1951,49.434
French Polynesia,1951,525.578
Gabon,1951,403.406
Gambia,1951,31.868
Georgia,1951,58.023
Germany,1951,671.284
Ghana,1951,436.493
Gibraltar,1951,645.089
Greece,1951,665.099
Greenland,1951,462.657
Grenada,1951,534.364
Guadeloupe,1951,502.396
Guam,1951,564.131
Guatemala,1951,403.881
Guernsey,1951,702.679
Guinea,1951,355.511
Guinea-Bissau,1951,357.397
Guyana,1951,505.468
Haiti,1951,379.084
High-income countries,1951,625.624
Honduras,1951,428.709
Hong Kong,1951,597.558
Hungary,1951,624.728
Iceland,1951,712.864
India,1951,417.437
Indonesia,1951,397.847
Iran,1951,39.164
Iraq,1951,40.65
Ireland,1951,647.533
Isle of Man,1951,622.958
Israel,1951,680.504
Italy,1951,65.322
Jamaica,1951,572.744
Japan,1951,609.672
Jersey,1951,695.258
Jordan,1951,413.603
Kazakhstan,1951,561.866
Kenya,1951,390.919
Kiribati,1951,457.518
Kosovo,1951,584.749
Kuwait,1951,488.416
Kyrgyzstan,1951,525.878
Land-locked Developing Countries (LLDC),1951,397.985
Laos,1951,387.391
Latin America and the Caribbean (UN),1951,490.456
Latvia,1951,688.449
Least developed countries,1951,371.166
Lebanon,1951,613.667
Lesotho,1951,451.568
Less developed regions,1951,421.096
"Less developed regions, excluding China",1951,411.126
"Less developed regions, excluding least developed countries",1951,428.733
Liberia,1951,385.768
Libya,1951,335.457
Liechtenstein,1951,620.138
Lithuania,1951,661.119
Low-income countries,1951,334.415
Lower-middle-income countries,1951,414.312
Luxembourg,1951,666.291
Macao,1951,603.111
Madagascar,1951,398.722
Malawi,1951,328.144
Malaysia,1951,478.482
Maldives,1951,37.04
Mali,1951,282.909
Malta,1951,624.294
Marshall Islands,1951,521.514
Martinique,1951,54.932
Mauritania,1951,392.892
Mauritius,1951,515.045
Mayotte,1951,436.829
Mexico,1951,448.093
Micronesia (country),1951,495.989
Middle-income countries,1951,440.358
Moldova,1951,563.903
Monaco,1951,666.067
Mongolia,1951,396.361
Montenegro,1951,591.306
Montserrat,1951,486.169
More developed regions,1951,637.474
Morocco,1951,392.693
Mozambique,1951,374.925
Myanmar,1951,360.172
Namibia,1951,417.739
Nauru,1951,567.664
Nepal,1951,377.478
Netherlands,1951,714.982
New Caledonia,1951,491.214
New Zealand,1951,691.289
Nicaragua,1951,407.971
Niger,1951,362.134
Nigeria,1951,359.247
Niue,1951,55.055
No income group available,1951,516.399
North Korea,1951,176.717
North Macedonia,1951,464.547
Northern America (UN),1951,681.712
Northern Mariana Islands,1951,590.261
Norway,1951,725.259
Oceania (UN),1951,606.257
Oman,1951,300.135
Pakistan,1951,362.382
Palau,1951,53.012
Palestine,1951,45.879
Panama,1951,561.024
Papua New Guinea,1951,364.929
Paraguay,1951,585.477
Peru,1951,464.442
Philippines,1951,535.849
Poland,1951,595.704
Portugal,1951,587.493
Puerto Rico,1951,614.682
Qatar,1951,530.197
Reunion,1951,482.382
Romania,1951,62.355
Russia,1951,57.187
Rwanda,1951,434.369
Saint Barthelemy,1951,550.116
Saint Helena,1951,655.895
Saint Kitts and Nevis,1951,547.961
Saint Lucia,1951,482.728
Saint Martin (French part),1951,641.906
Saint Pierre and Miquelon,1951,594.515
Saint Vincent and the Grenadines,1951,51.698
Samoa,1951,483.809
San Marino,1951,689.538
Sao Tome and Principe,1951,401.702
Saudi Arabia,1951,412.129
Senegal,1951,369.224
Serbia,1951,573.145
Seychelles,1951,512.705
Sierra Leone,1951,298.212
Singapore,1951,520.589
Sint Maarten (Dutch part),1951,609.269
Slovakia,1951,611.452
Slovenia,1951,581.001
Small Island Developing States (SIDS),1951,489.768
Solomon Islands,1951,405.275
Somalia,1951,415.169
South Africa,1951,441.756
South Korea,1951,265.339
South Sudan,1951,315.457
Spain,1951,614.815
Sri Lanka,1951,552.257
Sudan,1951,470.466
Suriname,1951,509.527
Sweden,1951,713.636
Switzerland,1951,686.939
Syria,1951,444.476
Taiwan,1951,564.079
Tajikistan,1951,51.064
Tanzania,1951,415.386
Thailand,1951,439.803
Togo,1951,410.125
Tokelau,1951,553.445
Tonga,1951,54.366
Trinidad and Tobago,1951,559.688
Tunisia,1951,380.941
Turkey,1951,477.335
Turkmenistan,1951,499.766
Turks and Caicos Islands,1951,486.829
Tuvalu,1951,374.091
Uganda,1951,396.058
Ukraine,1951,62.392
United Arab Emirates,1951,413.499
United Kingdom,1951,682.352
United States,1951,681.696
United States Virgin Islands,1951,56.626
Upper-middle-income countries,1951,466.703
Uruguay,1951,658.756
Uzbekistan,1951,55.007
Vanuatu,1951,423.262
Venezuela,1951,517.169
Vietnam,1951,497.738
Wallis and Futuna,1951,438.997
Western Sahara,1951,350.759
World,1951,47.144
Yemen,1951,316.802
Zambia,1951,452.783
Zimbabwe,1951,498.599
Afghanistan,1952,284.456
Africa (UN),1952,38.443
Albania,1952,459.788
Algeria,1952,428.974
American Samoa,1952,616.466
Andorra,1952,674.204
Angola,1952,365.193
Anguilla,1952,55.975
Antigua and Barbuda,1952,579.067
Argentina,1952,622.534
Armenia,1952,59.547
Aruba,1952,586.525
Asia (UN),1952,442.682
Australia,1952,691.132
Austria,1952,667.483
Azerbaijan,1952,539.703
Bahamas,1952,60.776
Bahrain,1952,386.669
Bangladesh,1952,396.881
Barbados,1952,558.801
Belarus,1952,612.168
Belgium,1952,679.674
Belize,1952,512.897
